report_id,date,site,report_type,activity,description,sif_potential,sif_predicted,sif_probability,life_saving_rule,lsr_all_matches,activity_category,barrier_failure
RPT-00538,2025-12-05,Kumchai Compressor Station,Near-Miss,excavation near buried pipeline,Field audit at Kumchai Compressor Station identified excavation near buried pipeline where equipment inspection overdue / defective tool used. No injury occurred but potential for being struck by moving/falling/suspended object was high.,0,0,0.19,Line of Fire,['Line of Fire'],Excavation,Defective Equipment
RPT-00539,2025-10-13,Moran GGS,Near-Miss,electrical panel maintenance,"Observation (Near-Miss) at Moran GGS - electrical panel maintenance in progress, however supervision inadequate for high-risk task, increasing risk of unexpected equipment start-up / stored energy release.",1,0,0.46,Energy Isolation,['Energy Isolation'],Electrical Maintenance,Inadequate Supervision
RPT-00540,2025-03-26,Duliajan Field,UC,working at height on scaffolding,"Observation (UC) at Duliajan Field - working at height on scaffolding in progress, however gas test not performed before entry, increasing risk of fall from height.",0,1,0.767,Working at Height,"['Working at Height', 'Confined Space']",Working at Height,Gas Test Skipped
RPT-00541,2025-04-25,Jorajan Pipeline ROW,UA,energy isolation / LOTO on pump,"While conducting energy isolation / LOTO on pump, a ua occurred at Jorajan Pipeline ROW because isolation point not verified with lock and tag.",1,1,0.769,Energy Isolation,['Energy Isolation'],Energy Isolation / LOTO,Isolation Not Verified
RPT-00542,2025-08-18,Naharkatiya Tank Farm,UA,line of fire during pipe fitting removal,"Observation (UA) at Naharkatiya Tank Farm - line of fire during pipe fitting removal in progress, however isolation point not verified with lock and tag, increasing risk of being struck by moving/falling/suspended object.",0,1,0.647,Line of Fire,"['Line of Fire', 'Energy Isolation']",Line of Fire Exposure,Isolation Not Verified
RPT-00543,2025-01-10,Jorajan Pipeline ROW,UA,electrical panel maintenance,"Observation (UA) at Jorajan Pipeline ROW - electrical panel maintenance in progress, however supervision inadequate for high-risk task, increasing risk of unexpected equipment start-up / stored energy release.",0,0,0.437,Energy Isolation,['Energy Isolation'],Electrical Maintenance,Inadequate Supervision
RPT-00544,2025-11-06,Naharkatiya Tank Farm,UC,line of fire during pipe fitting removal,"During line of fire during pipe fitting removal at Naharkatiya Tank Farm, it was observed that permit to work not issued before starting job. This created a direct exposure to being struck by moving/falling/suspended object.",0,1,0.657,Line of Fire,"['Line of Fire', 'Work Authorization']",Line of Fire Exposure,Permit Not Issued
RPT-00545,2025-07-06,Barekuri Well Pad,UA,excavation near buried pipeline,"Observation (UA) at Barekuri Well Pad - excavation near buried pipeline in progress, however equipment inspection overdue / defective tool used, increasing risk of being struck by moving/falling/suspended object.",0,0,0.155,Line of Fire,['Line of Fire'],Excavation,Defective Equipment
RPT-00546,2025-12-03,Moran GGS,UC,electrical panel maintenance,Field audit at Moran GGS identified electrical panel maintenance where supervision inadequate for high-risk task. No injury occurred but potential for unexpected equipment start-up / stored energy release was high.,0,1,0.522,Energy Isolation,['Energy Isolation'],Electrical Maintenance,Inadequate Supervision
RPT-00547,2025-07-01,Jorajan Pipeline ROW,Near-Miss,hot work / welding near flammable storage,Near-Miss raised at Jorajan Pipeline ROW: worker engaged in hot work / welding near flammable storage without following procedure - PPE (harness/gloves/goggles) not worn correctly.,1,1,0.787,Hot Work,"['Hot Work', 'Working at Height']",Hot Work,PPE Non-Compliance
RPT-00548,2025-03-26,Barekuri Well Pad,UC,excavation near buried pipeline,"During excavation near buried pipeline at Barekuri Well Pad, it was observed that equipment inspection overdue / defective tool used. This created a direct exposure to being struck by moving/falling/suspended object.",1,0,0.317,Line of Fire,['Line of Fire'],Excavation,Defective Equipment
RPT-00549,2025-03-03,Numaligarh Terminal,UA,housekeeping / material storage,Field audit at Numaligarh Terminal identified housekeeping / material storage where communication breakdown between crew and control room. No injury occurred but potential for loss of critical safety function was high.,0,0,0.105,Unclassified,[],Inspection / Housekeeping,Communication Failure
RPT-00550,2025-01-24,Moran GGS,Near-Miss,electrical panel maintenance,"During electrical panel maintenance at Moran GGS, it was observed that isolation point not verified with lock and tag. This created a direct exposure to unexpected equipment start-up / stored energy release.",0,1,0.822,Energy Isolation,['Energy Isolation'],Electrical Maintenance,Isolation Not Verified
RPT-00551,2025-03-10,Lakwa Gas Plant,UC,hot work / welding near flammable storage,Field audit at Lakwa Gas Plant identified hot work / welding near flammable storage where toolbox talk / risk assessment not conducted. No injury occurred but potential for fire or explosion in presence of flammable atmosphere was high.,0,0,0.461,Hot Work,['Hot Work'],Hot Work,Risk Assessment Skipped
RPT-00552,2025-09-05,Duliajan Field,UC,excavation near buried pipeline,"Observation (UC) at Duliajan Field - excavation near buried pipeline in progress, however permit to work not issued before starting job, increasing risk of being struck by moving/falling/suspended object.",0,0,0.288,Line of Fire,"['Line of Fire', 'Work Authorization']",Excavation,Permit Not Issued
RPT-00553,2025-12-03,Numaligarh Terminal,UA,housekeeping / material storage,UA raised at Numaligarh Terminal: worker engaged in housekeeping / material storage without following procedure - no lifting plan / unqualified rigger used.,0,0,0.471,Safe Mechanical Lifting,['Safe Mechanical Lifting'],Inspection / Housekeeping,Permit Not Issued
RPT-00554,2025-12-21,Lakwa Gas Plant,Incident,energy isolation / LOTO on pump,"Observation (Incident) at Lakwa Gas Plant - energy isolation / LOTO on pump in progress, however equipment inspection overdue / defective tool used, increasing risk of unexpected equipment start-up / stored energy release.",0,1,0.528,Energy Isolation,['Energy Isolation'],Energy Isolation / LOTO,Defective Equipment
RPT-00555,2025-03-12,Barekuri Well Pad,Incident,line of fire during pipe fitting removal,"Observation (Incident) at Barekuri Well Pad - line of fire during pipe fitting removal in progress, however supervision inadequate for high-risk task, increasing risk of being struck by moving/falling/suspended object.",0,0,0.231,Line of Fire,['Line of Fire'],Line of Fire Exposure,Inadequate Supervision
RPT-00556,2025-12-31,Lakwa Gas Plant,UA,housekeeping / material storage,Field audit at Lakwa Gas Plant identified housekeeping / material storage where equipment inspection overdue / defective tool used. No injury occurred but potential for loss of critical safety function was high.,0,0,0.214,Unclassified,[],Inspection / Housekeeping,Defective Equipment
RPT-00557,2025-12-18,Duliajan Workshop,UA,routine equipment inspection round,Field audit at Duliajan Workshop identified routine equipment inspection round where isolation point not verified with lock and tag. No injury occurred but potential for uncontrolled/unauthorized simultaneous operations was high.,0,0,0.222,Energy Isolation,"['Energy Isolation', 'Work Authorization']",Inspection / Housekeeping,Isolation Not Verified
RPT-00558,2025-06-30,Numaligarh Terminal,UC,housekeeping / material storage,"While conducting housekeeping / material storage, a uc occurred at Numaligarh Terminal because gas test not performed before entry.",0,0,0.461,Confined Space,['Confined Space'],Inspection / Housekeeping,Gas Test Skipped
RPT-00559,2025-10-01,Jorajan Pipeline ROW,Incident,vehicle movement in loading bay,"Observation (Incident) at Jorajan Pipeline ROW - vehicle movement in loading bay in progress, however no lifting plan / unqualified rigger used, increasing risk of vehicle collision.",0,0,0.323,Safe Mechanical Lifting,"['Safe Mechanical Lifting', 'Driving Safety']",Driving / Vehicle Movement,Permit Not Issued
RPT-00560,2025-12-10,Naharkatiya Tank Farm,UA,working at height on scaffolding,"Observation (UA) at Naharkatiya Tank Farm - working at height on scaffolding in progress, however equipment inspection overdue / defective tool used, increasing risk of fall from height.",1,1,0.62,Working at Height,['Working at Height'],Working at Height,Defective Equipment
RPT-00561,2025-02-01,Moran GGS,Incident,driving light vehicle on site road,"While conducting driving light vehicle on site road, a incident occurred at Moran GGS because gas test not performed before entry.",0,0,0.211,Driving Safety,"['Driving Safety', 'Confined Space']",Driving / Vehicle Movement,Gas Test Skipped
RPT-00562,2025-12-12,Barekuri Well Pad,UA,manual lifting with mobile crane,"Observation (UA) at Barekuri Well Pad - manual lifting with mobile crane in progress, however equipment inspection overdue / defective tool used, increasing risk of dropped load / crane failure.",1,1,0.533,Safe Mechanical Lifting,['Safe Mechanical Lifting'],Mechanical Lifting,PPE Non-Compliance
RPT-00563,2025-12-23,Duliajan Workshop,UC,manual lifting with mobile crane,Field audit at Duliajan Workshop identified manual lifting with mobile crane where equipment inspection overdue / defective tool used. No injury occurred but potential for dropped load / crane failure was high.,0,0,0.465,Safe Mechanical Lifting,['Safe Mechanical Lifting'],Mechanical Lifting,PPE Non-Compliance
RPT-00564,2025-01-28,Duliajan Field,UC,line of fire during pipe fitting removal,"While conducting line of fire during pipe fitting removal, a uc occurred at Duliajan Field because communication breakdown between crew and control room.",0,0,0.264,Line of Fire,['Line of Fire'],Line of Fire Exposure,Communication Failure
RPT-00565,2025-11-21,Barekuri Well Pad,Incident,manual lifting with mobile crane,"Observation (Incident) at Barekuri Well Pad - manual lifting with mobile crane in progress, however no lifting plan / unqualified rigger used, increasing risk of dropped load / crane failure.",0,1,0.703,Safe Mechanical Lifting,['Safe Mechanical Lifting'],Mechanical Lifting,Permit Not Issued
RPT-00566,2025-04-10,Kumchai Compressor Station,Near-Miss,vehicle movement in loading bay,Near-Miss raised at Kumchai Compressor Station: worker engaged in vehicle movement in loading bay without following procedure - equipment inspection overdue / defective tool used.,0,0,0.219,Driving Safety,['Driving Safety'],Driving / Vehicle Movement,Defective Equipment
RPT-00567,2025-03-03,Jorajan Pipeline ROW,UA,confined space entry into storage tank,UA raised at Jorajan Pipeline ROW: worker engaged in confined space entry into storage tank without following procedure - PPE (harness/gloves/goggles) not worn correctly.,1,1,0.705,Confined Space,"['Confined Space', 'Working at Height']",Confined Space Entry,PPE Non-Compliance
RPT-00568,2025-05-11,Duliajan Field,UC,line of fire during pipe fitting removal,UC raised at Duliajan Field: worker engaged in line of fire during pipe fitting removal without following procedure - barricade/warning signage missing at work area.,1,0,0.442,Line of Fire,['Line of Fire'],Line of Fire Exposure,Barricade/Signage Missing
RPT-00569,2025-11-17,Kumchai Compressor Station,UA,electrical panel maintenance,"While conducting electrical panel maintenance, a ua occurred at Kumchai Compressor Station because gas test not performed before entry.",1,1,0.707,Confined Space,['Confined Space'],Electrical Maintenance,Gas Test Skipped
RPT-00570,2025-06-12,Barekuri Well Pad,UC,electrical panel maintenance,"During electrical panel maintenance at Barekuri Well Pad, it was observed that no lifting plan / unqualified rigger used. This created a direct exposure to unexpected equipment start-up / stored energy release.",0,1,0.843,Safe Mechanical Lifting,"['Safe Mechanical Lifting', 'Energy Isolation']",Electrical Maintenance,Permit Not Issued
